decall;dxcall;freq;band;S/N;datetime;country;continent;mode;decontinent;dxcontinent;de_country;skimmode
DL9GTB;OH5C;28087.2;10M;15;2016-02-14 13:38;Finland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;IQ3UD;21112.2;15M;14;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;LB8IB;21127.0;15M;26;2016-02-14 13:38;Norway;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;W3GVX;21117.0;15M;29;2016-02-14 13:38;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;LY1R;21096.6;15M;44;2016-02-14 13:38;Lithuania;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;EA8PT;21116.6;15M;35;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;AA5AU;21131.5;15M;10;2016-02-14 13:38;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;IK4QJF;14111.6;20M;36;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;SE4E;7041.3;40M;36;2016-02-14 13:38;Sweden;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;SV3FUO;7046.3;40M;25;2016-02-14 13:38;Greece;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;7Z1OO;21082.3;15M;30;2016-02-14 13:38;Saudi Arabia;  AS;RTTY;EU;AS;Fed. Rep. of Germany;  EU;CQ
ON5KQ;LZ5IL;7029.5;40M;16;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Belgium;  EU;CQ
ON5KQ;LZ5R;7024.0;40M;25;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Belgium;  EU;CQ
ON5KQ;RA3AKU;21044.1;15M;17;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Belgium;  EU;CQ
WE4S;NS3X;14044.9;20M;31;2016-02-14 13:38;United States;  NA;CW;NA;NA;United States;  NA;CQ
WE4S;WD8MHT;10114.0;30M;8;2016-02-14 13:38;United States;  NA;CW;NA;NA;United States;  NA;CQ
WE4S;SM6DOI;14025.0;20M;5;2016-02-14 13:38;Sweden;  EU;CW;NA;EU;United States;  NA;CQ
DJ3AK;LZ5IL;7029.5;40M;9;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ3AK;YO4FTE;7021.0;40M;16;2016-02-14 13:38;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ3AK;LZ5R;7024.0;40M;23;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ3AK;RA3AKU;21044.0;15M;18;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ3AK;Z31TT;7026.5;40M;6;2016-02-14 13:38;Macedonia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ3AK;5R8AL;24909.6;12M;7;2016-02-14 13:38;Madagascar;  AF;CW;EU;AF;Fed. Rep. of Germany;  EU;CQ
SV8RV;LZ5IL;7029.5;40M;22;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Greece;  EU;CQ
SV8RV;RC5Z;21083.1;15M;22;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;ON8VP;24908.5;12M;34;2016-02-14 13:38;Belgium;  EU;CW;EU;EU;Greece;  EU;CQ
SV8RV;EV1R;14092.3;20M;25;2016-02-14 13:38;Belarus;  EU;RTTY;EU;EU;Greece;  EU;CQ
K9IMM;KW7D;14016.9;20M;37;2016-02-14 13:38;United States;  NA;CW;NA;NA;United States;  NA;CQ
JA4ZRK;HL2AVK;3506.0;80M;15;2016-02-14 13:38;Republic of Korea;  AS;CW;AS;AS;Japan;  AS;CQ
NC7J;NR4M;14083.21;20M;17;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
NC7J;WA8ZBT;7056.35;40M;28;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
K7EG;WD8MHT;10114.0;30M;1;2016-02-14 13:38;United States;  NA;CW;NA;NA;United States;  NA;CQ
VE6AO;WD8MHT;10114.2;30M;14;2016-02-14 13:38;United States;  NA;CW;NA;NA;Canada;  NA;CQ
DK0TE;NS3X;14045.0;20M;9;2016-02-14 13:38;United States;  NA;CW;EU;NA;Fed. Rep. of Germany;  EU;CQ
DK0TE;LZ5IL;7029.5;40M;15;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
W3UA;ON8VP;24908.4;12M;30;2016-02-14 13:38;Belgium;  EU;CW;NA;EU;United States;  NA;CQ
KU7T;KO6LU;7037.5;40M;14;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KU7T;XE2CQ;7042.2;40M;51;2016-02-14 13:38;Mexico;  NA;RTTY;NA;NA;United States;  NA;CQ
KU7T;W7WR;3587.5;80M;48;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KU7T;WA8ZBT;7056.4;40M;19;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KU7T;K4LTE;7050.5;40M;21;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
DF7GB;HS0ZEF;14048.1;20M;12;2016-02-14 13:38;Thailand;  AS;CW;EU;AS;Fed. Rep. of Germany;  EU;CQ
DF7GB;LZ5IL;7029.5;40M;15;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF7GB;LZ5R;7024.0;40M;36;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF7GB;RA3AKU;21044.1;15M;10;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF7GB;HB9BWY;10116.0;30M;27;2016-02-14 13:38;Switzerland;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
N6TV;WA8ZBT;7056.3;40M;21;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;ON5GQ;14103.39;20M;31;2016-02-14 13:38;Belgium;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;R9SN;21095.55;15M;29;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;IQ3UD;21112.23;15M;32;2016-02-14 13:38;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;LB8IB;21126.98;15M;49;2016-02-14 13:38;Norway;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;IZ1RYS;21102.19;15M;37;2016-02-14 13:38;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;UR5IHD;21099.51;15M;18;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;K9CT;14124.41;20M;73;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;DL6BR;14111.27;20M;11;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;E21YDP;21136.91;15M;26;2016-02-14 13:38;Thailand;  AS;RTTY;NA;AS;United States;  NA;CQ
OE6TZE;LZ5R;7024.0;40M;30;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Austria;  EU;CQ
JK4USW;KO6LU;7037.5;40M;8;2016-02-14 13:38;United States;  NA;RTTY;AS;NA;Japan;  AS;CQ
JK4USW;BU2AQ;1811.0;160M;5;2016-02-14 13:38;Taiwan;  AS;CW;AS;AS;Japan;  AS;CQ
JK4USW;XE2CQ;7042.2;40M;18;2016-02-14 13:38;Mexico;  NA;RTTY;AS;NA;Japan;  AS;CQ
DF4UE;OH5C;28087.21;10M;18;2016-02-14 13:38;Finland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;LB8IB;21126.99;15M;23;2016-02-14 13:38;Norway;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;OK6DJ;28102.96;10M;14;2016-02-14 13:38;Czech Republic;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;IZ1RYS;21102.18;15M;19;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;EA8PT;21116.6;15M;36;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;EK3GM;21116.07;15M;20;2016-02-14 13:38;Armenia;  AS;RTTY;EU;AS;Fed. Rep. of Germany;  EU;CQ
DF4UE;RC5Z;21083.08;15M;54;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;IZ0VXX;14071.5;20M;40;2016-02-14 13:38;Italy;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;RA3AKU;21044.0;15M;13;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;EV1R;14092.25;20M;34;2016-02-14 13:38;Belarus;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;EA4EEJ;28090.96;10M;15;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;EA1BD;21095.26;15M;34;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;GM4OSS;14084.52;20M;28;2016-02-14 13:38;England;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
CX7ACH;RT9S;21086.6;15M;6;2016-02-14 13:38;European Russia;  EU;RTTY;SA;EU;Uruguay;  SA;CQ
WE9V;JI1AVY;7039.94;40M;15;2016-02-14 13:38;Japan;  AS;RTTY;NA;AS;United States;  NA;CQ
HA6PX;UA3RF;21082.6;15M;53;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;ON5GQ;14103.4;20M;36;2016-02-14 13:38;Belgium;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;KB2OEV;21032.1;15M;4;2016-02-14 13:38;United States;  NA;CW;EU;NA;Hungary;  EU;CQ
HA6PX;DJ8ES;21079.3;15M;50;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;RA3AKU;21044.1;15M;20;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Hungary;  EU;CQ
HA6PX;IN3UFW;7045.8;40M;20;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;YO8DOH/QRP;7033.0;40M;19;2016-02-14 13:38;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
HA6PX;LZ5R;7024.0;40M;37;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Hungary;  EU;CQ
HA6PX;UR5MRF;18075.1;17M;22;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Hungary;  EU;CQ
W3OA;SV9COL;21093.0;15M;22;2016-02-14 13:38;Greece;  EU;RTTY;NA;EU;United States;  NA;CQ
DJ9IE;LZ5R;7023.93;40M;36;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ9IE;LZ5IL;7029.43;40M;10;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ9IE;UR5MRF;18075.0;17M;23;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ9IE;HB9BWY;10116.0;30M;17;2016-02-14 13:38;Switzerland;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DJ9IE;RA3AKU;21044.0;15M;6;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
EI6BT;SE4E;7041.3;40M;14;2016-02-14 13:38;Sweden;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;RT9S;21086.4;15M;25;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;9A5D;21099.2;15M;36;2016-02-14 13:38;Croatia;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;UW1M;28082.9;10M;33;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;TA1EE;14084.1;20M;26;2016-02-14 13:38;Asiatic Turkey;  AS;RTTY;EU;AS;Ireland;  EU;CQ
EI6BT;S51DD;21089.7;15M;31;2016-02-14 13:38;Slovenia;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;UR5IHD;21099.5;15M;9;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;YL6W;14094.5;20M;33;2016-02-14 13:38;Latvia;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;NB3R;21096.2;15M;10;2016-02-14 13:38;United States;  NA;RTTY;EU;NA;Ireland;  EU;CQ
EI6BT;HS4UEL;28093.8;10M;22;2016-02-14 13:38;Thailand;  AS;RTTY;EU;AS;Ireland;  EU;CQ
EI6BT;IN3UFW;7045.8;40M;8;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;UN8PA;21098.9;15M;10;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Ireland;  EU;CQ
LA6TPA;EA7ZY;28096.2;10M;25;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;Norway;  EU;CQ
LA6TPA;EA3AQ;14090.5;20M;30;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;Norway;  EU;CQ
LA6TPA;9A7B;28098.0;10M;23;2016-02-14 13:38;Croatia;  EU;RTTY;EU;EU;Norway;  EU;CQ
LA6TPA;OM3RRC;14075.6;20M;16;2016-02-14 13:38;Slovak Republic;  EU;RTTY;EU;EU;Norway;  EU;CQ
LA6TPA;IK8SEU;14081.6;20M;16;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Norway;  EU;CQ
LA6TPA;SE4E;7041.4;40M;19;2016-02-14 13:38;Sweden;  EU;RTTY;EU;EU;Norway;  EU;CQ
LA6TPA;OM5CD;21090.5;15M;21;2016-02-14 13:38;Slovak Republic;  EU;RTTY;EU;EU;Norway;  EU;CQ
KO7SS;M9K;14103.98;20M;25;2016-02-14 13:38;England;  EU;RTTY;NA;EU;United States;  NA;CQ
KO7SS;BA1PK;7048.89;40M;13;2016-02-14 13:38;China;  AS;RTTY;NA;AS;United States;  NA;CQ
KO7SS;NR4M;14083.18;20M;39;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KO7SS;S51AF;14094.78;20M;18;2016-02-14 13:38;Slovenia;  EU;RTTY;NA;EU;United States;  NA;CQ
KO7SS;LB8IB;14119.97;20M;18;2016-02-14 13:38;Norway;  EU;RTTY;NA;EU;United States;  NA;CQ
KO7SS;WA8ZBT;7056.34;40M;31;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KO7SS;OL7M;14084.79;20M;23;2016-02-14 13:38;Czech Republic;  EU;RTTY;NA;EU;United States;  NA;CQ
SE0X;LZ5R;7024.0;40M;11;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Sweden;  EU;CQ
SE0X;LZ5IL;7029.5;40M;7;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Sweden;  EU;CQ
VE3/N2WQ;DM1A;14080.01;20M;34;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;IZ1RYS;21102.09;15M;17;2016-02-14 13:38;Italy;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;WA8ZBT;7056.32;40M;30;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;Canada;  NA;CQ
VE3/N2WQ;ED2C;21088.9;15M;19;2016-02-14 13:38;Spain;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;DL8PG;21093.18;15M;15;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;Canada;  NA;CQ
GW8IZR;3B8CF;21026.9;15M;8;2016-02-14 13:38;Mauritius;  AF;CW;EU;AF;England;  EU;CQ
GW8IZR;NS3X;14044.9;20M;20;2016-02-14 13:38;United States;  NA;CW;EU;NA;England;  EU;CQ
GW8IZR;HB9BWY;10116.0;30M;22;2016-02-14 13:38;Switzerland;  EU;CW;EU;EU;England;  EU;CQ
UZ2HZ;F5BSB;28101.4;10M;23;2016-02-14 13:38;France;  EU;RTTY;EU;EU;European Russia;  EU;CQ
UZ2HZ;EA2BNU;28079.9;10M;11;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;European Russia;  EU;CQ
OZ5W;KB2OEV;21032.0;15M;14;2016-02-14 13:38;United States;  NA;CW;EU;NA;Denmark;  EU;CQ
F1ZNS;RT9S;21086.4;15M;29;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;France;  EU;CQ
F1ZNS;KY3X;21090.8;15M;22;2016-02-14 13:38;United States;  NA;RTTY;EU;NA;France;  EU;CQ
F1ZNS;GM4OSS;14084.5;20M;20;2016-02-14 13:38;England;  EU;RTTY;EU;EU;France;  EU;CQ
F1ZNS;EA7KI;14091.0;20M;18;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;France;  EU;CQ
HA1VHF;YO2DFA;7034.1;40M;52;2016-02-14 13:38;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
HA1VHF;RA3AKU;21044.0;15M;18;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Hungary;  EU;CQ
HA1VHF;YO8DOH/QRP;7033.0;40M;21;2016-02-14 13:38;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
HA1VHF;LZ5R;7024.0;40M;30;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Hungary;  EU;CQ
K1TTT;WA8ZBT;7056.4;40M;28;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
K1TTT;EA3AQ;14090.5;20M;15;2016-02-14 13:38;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;IQ1RY;14092.6;20M;24;2016-02-14 13:38;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;DA0T;14101.8;20M;24;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;DM6DX;21091.2;15M;25;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;UA4FX;21096.5;15M;16;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;SP5UUD;21081.0;15M;30;2016-02-14 13:38;Poland;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;DL8PG;21093.3;15M;25;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;LA3S;14107.6;20M;20;2016-02-14 13:38;Norway;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;UN6LN;21117.6;15M;18;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;GM5M;21104.2;15M;25;2016-02-14 13:38;England;  EU;RTTY;NA;EU;United States;  NA;CQ
DF4UE;LZ8U;7046.88;40M;35;2016-02-14 13:38;Bulgaria;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;SE4E;7041.35;40M;24;2016-02-14 13:38;Sweden;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;IN3UFW;7045.76;40M;21;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;LZ5R;7024.0;40M;20;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;UR5MRF;18075.0;17M;10;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;EW1AD;18101.0;17M;12;2016-02-14 13:38;Belarus;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;DG5FAU;10141.7;30M;18;2016-02-14 13:38;Fed. Rep. of Germany;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
ES5TO;YO3IRM;7019.0;40M;14;2016-02-14 13:38;Romania;  EU;CW;EU;EU;Estonia;  EU;CQ
ES5TO;SA4E;21125.9;15M;8;2016-02-14 13:38;Sweden;  EU;CW;EU;EU;Estonia;  EU;CQ
ON6ZQ;LZ5IL;7029.5;40M;7;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Belgium;  EU;CQ
ON6ZQ;LZ5R;7024.0;40M;19;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Belgium;  EU;CQ
ON6ZQ;RA3AKU;21044.0;15M;23;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Belgium;  EU;CQ
ON6ZQ;UR5MRF;18075.0;17M;11;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Belgium;  EU;CQ
EA5WU;RA3AKU;21044.0;15M;15;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Spain;  EU;CQ
EA5WU;LZ5R;7024.0;40M;6;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Spain;  EU;CQ
EA5WU;LZ5IL;7029.5;40M;7;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Spain;  EU;CQ
EA5WU;UW3U;14089.6;20M;23;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;3G1B;21086.4;15M;36;2016-02-14 13:38;Chile;  SA;RTTY;EU;SA;Spain;  EU;CQ
EA5WU;C37URA;14093.0;20M;31;2016-02-14 13:38;Andorra;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;ER3MM;24902.9;12M;21;2016-02-14 13:38;Moldova;  EU;CW;EU;EU;Spain;  EU;CQ
KM3T;RC5Z;21083.09;15M;22;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;IZ8IFL;14081.37;20M;5;2016-02-14 13:38;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;DF4PD;21090.79;15M;20;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;DA0T;14101.83;20M;30;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;UA6CE;14083.66;20M;31;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;DL8PG;21093.27;15M;28;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;UW3U;14089.59;20M;37;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;F4DPW;21100.97;15M;43;2016-02-14 13:38;France;  EU;RTTY;NA;EU;United States;  NA;CQ
DK3UA;HB9BWY;10116.0;30M;19;2016-02-14 13:38;Switzerland;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK3UA;LZ5R;7024.0;40M;13;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
PA1T;RA3AKU;21044.3;15M;21;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Netherlands;  EU;CQ
F6IIT;ER3MM;24903.2;12M;40;2016-02-14 13:38;Moldova;  EU;CW;EU;EU;France;  EU;CQ
F6IIT;UR5MRF;18075.1;17M;26;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;France;  EU;CQ
F6IIT;HB9BWY;10116.1;30M;32;2016-02-14 13:38;Switzerland;  EU;CW;EU;EU;France;  EU;CQ
WA7LNW;WA8ZBT;7056.35;40M;33;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WA7LNW;YB8RW;7036.07;40M;13;2016-02-14 13:38;Indonesia;  OC;RTTY;NA;OC;United States;  NA;CQ
WA7LNW;NV9L;14108.58;20M;48;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
UD4FD;LZ5R;7023.9;40M;29;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;European Russia;  EU;CQ
UD4FD;UA4NE;7006.9;40M;34;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;European Russia;  EU;CQ
UD4FD;RA9LL;14019.9;20M;34;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;European Russia;  EU;CQ
PA5FN;LZ5R;7024.0;40M;41;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Netherlands;  EU;CQ
OH8WW;ON8VP;24908.7;12M;25;2016-02-14 13:38;Belgium;  EU;CW;EU;EU;Finland;  EU;CQ
IK3STG;LZ5R;7024.0;40M;23;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Italy;  EU;CQ
IK3STG;HB9BWY;10116.0;30M;21;2016-02-14 13:38;Switzerland;  EU;CW;EU;EU;Italy;  EU;CQ
IK3STG;Z31NA;7026.5;40M;15;2016-02-14 13:38;Macedonia;  EU;CW;EU;EU;Italy;  EU;CQ
HA2KSD;UA4NE;7007.0;40M;17;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Hungary;  EU;CQ
HA2KSD;YO8DOH;7033.0;40M;23;2016-02-14 13:38;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
DK9IP;RA3AKU;21044.0;15M;6;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK9IP;LZ5R;7024.0;40M;22;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK9IP;RA9LL;14020.0;20M;6;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK9IP;YO6LB/QRP;7035.0;40M;12;2016-02-14 13:38;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
TF3Y;ON8VP;24908.5;12M;12;2016-02-14 13:38;Belgium;  EU;CW;EU;EU;Iceland;  EU;CQ
RN4WA;LZ5R;7024.0;40M;19;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;European Russia;  EU;CQ
RN4WA;UA4NE;7007.1;40M;30;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;European Russia;  EU;CQ
RN4WA;YO4FTE;7021.1;40M;8;2016-02-14 13:38;Romania;  EU;CW;EU;EU;European Russia;  EU;CQ
RU9CZD;LZ5R;7024.0;40M;15;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;European Russia;  EU;CQ
RU9CZD;YO2DFA;7034.1;40M;7;2016-02-14 13:38;Romania;  EU;CW;EU;EU;European Russia;  EU;CQ
RU9CZD;UA4NE;7007.0;40M;28;2016-02-14 13:38;European Russia;  EU;CW;EU;EU;European Russia;  EU;CQ
